artist_ida;artist_idb;cuenta
a.c.a.b.;"8°6 crew";1
a.c.k.;"at the drive-in";1
a.c.t;"in flames";3
"a.d.a.c. 8286";:wumpscut:;1
a.d.o.r.;afu-ra;1
"a.e. bizottság";autopsy;1
a.g.;"beastie boys";1
a.g.e.;avskum;1
"a.geh wirklich";asd;1
"a.geh wirklich?";"billy talent";1
a.human;2l8;1
a.i.;abba;1
a.i.d.s.;asd;1
"a.j. croce";"brendan power";1
"a.j. roach";"a brand";1
"a.m. sixty";"born in the flood";1
a.m.p;"james blunt";1
a.m.p.;"duran duran";1
a.m.r.;"adam johnson";1
a.n.i.m.a.l.;koЯn;2
a.n.k.h;"boards of canada";1
a.n.s.;"abrasive wheels";1
a.o.k.;"abst-rzende brieftauben";1
a.o.s.;"...and you will know us by the trail of dead";1
"a.r. & machines";"ananda shankar";1
"a.r. kane";"aphex twin";1
"a.r. rahman";moby;6
"a.r. rahman & m.i.a.";"animal collective";1
"a.r. rahman & the pussycat dolls";"ari koivunen";1
"a.r. raiman";"marvin gaye";1
"a.r.e. weapons";"3 inches of blood";1
a.r.g.;"cannibal corpse";1
"a.s dragon";"kings of convenience";2
"a.s. kang";"amar arshi";1
a.s.a.p.;helloween;2
a.s.h.;"3 inches of blood";1
a.skillz;"comeback kid";1
"a.skillz & krafty kuts";"arctic monkeys";1
"a.w. yrjänä";"13th floor elevators";1
a.w.a.s.;"living sacrifice";1
a'st1;"boom boom satellites";1
a'studio;"booka shade";1
a*s*y*s;"50 cent";1
a*teens;"christina aguilera";5
a//political;"anti cimex";1
a+p;aus-rotten;1
a～ya;"avril lavigne";1
a1;"gwen stefani";2
"a1 bassline";caspa;1
a2;"blue man group";1
a3bandas;"alberto gambino";1
a77aque;"avenged sevenfold";1
a7ie;combichrist;2
a98;"markus schulz";1
aa;"boards of canada";3
aa-chino;bz;1
aa.kurtz;"bob brozman";1
aa.vv.;"50 cent";1
aaa;boa;3
aabsinthe;"a life once lost";1
"aage kvalbein";data;1
aagsf;centr;1
"aäkon këëtrëh";burzum;2
aaliyah;"alicia keys";12
aalto;"armin van buuren";2
aamir;"al di meola";1
"aamir zaki";"bryan adams";1
ÄÄÒ;"ani difranco";1
aar;apocalyptica;1
aaradhna;"2 pistols";1
aardvarck;ratatat;2
aardvarks;"arctic monkeys";1
aaries;"blu cantrell";1
aarktica;"sufjan stevens";2
"aarne alligaattori & viidakkorumpu";apulanta;1
"aarne tenkanen";666;1
aarni;amorphis;1
aaroh;shinedown;1
aaron;coldplay;4
"aaron ackerson";deporitaz;1
"aaron booth";"kelly clarkson";1
"aaron carl";burial;1
"aaron carter";"avril lavigne";2
"aaron copland";"pink floyd";2
"aaron davis";"chris botti";1
"aaron doyle";"alejandra guzman";1
"aaron espe";"brandon heath";1
"aaron goldberg";clouddead;1
"aaron hall";afterlife;1
"aaron jasinski";"amorphous androgynous";1
"aaron jerome";"aaron martin & part timer";1
"aaron lacrate";ゴム;1
"aaron lewis";"billy talent";1
"aaron lines";"faith hill";1
"aaron martin";"burning star core";2
"aaron martin & part timer";"aaron jerome";1
"aaron neville";abba;1
"aaron parks";"lage lund";2
"aaron perez";"dave armstrong";1
"aaron ross";"buddy holly";1
"aaron shust";"dc talk";2
"aaron simpson";"david guetta";1
"aaron spectre";enduser;2
"aaron sprinkle";"alicia keys";1
"aaron the cutter";binärpilot;1
"aaron thomas";"bon iver";2
"aaron tippin";"gary allan";2
"aaron waters";berryz工房;1
"aaron watson";ac/dc;2
"aaron zigman";amber;1
aasen;pantera;1
aaskereia;burzum;4
"aasmund nordstoga";fuck;1
aavepyörä;blink-182;1
aavikko;"dat politics";2
aavv;!!!;1
"ab normaal";"groove riders";1
"ab ovo";björk;2
ab/cd;accept;1
ab/dc;"basement jaxx";1
ab4;"barry manilow";1
"aba shanti-i";"10 dubians";1
"aba structure";aerosmith;1
abacabb;"abominable putridity";1
abacinate;aborted;1
abacus;europe;1
"abaddon incarnate";alchemist;1
abadoss;egm;1
abaji;achillea;1
abakus;"solar fields";7
"abalone dots";ac/dc;1
abandon;abakus;1
"abandon all ships!";"my own private alaska";1
abandoned;annihilator;1
"abandoned grave";"alice cooper";1
"abandoned pools";"death cab for cutie";3
"abandoned toys";"17 hippies";1
"abassi all stars";"adham shaikh";1
abattoir;accept;1
abazagorath;"aura noir";1
abba;"the beatles";42
abbc;akron/family;1
"abbey lincoln";"ella fitzgerald";2
"abbey lincoln / hank jones";"dim dim";1
"abbie cardwell";"mark lanegan";1
"abbie gale";"antonio vivaldi";1
"abbie gardner";"carole king";1
"abbott & chambers";enigma;1
"abby travis";"android lust";1
abc;"duran duran";6
"abc diabolo";aus-rotten;1
"abc for kids";audioslave;1
"abc weapons";pisschrist;2
"abd al malik";radiohead;2
"abdel gadir salim";alizadeh/khaladj;1
"abdel halim hafez";"azam ali";1
abdominal;afu-ra;1
"abdominal & dj fase";"hans zimmer";1
"abdou day";"bill miller";1
abdoujaparov;"bob dylan";1
"abdoulaye diabate";"baaba maal & mansour seck";1
abduktio;"julma-henri & syrjäytyneet";3
"abdul majeed abdullah";aaliyah;1
abdullah;"3 doors down";1
"abdullah ibrahim";"bill evans";2
"abdullah ibrahim trio";2raumwohnung;1
abdy;achanak;1
"abe duque";"3 channels";1
"abe froman";"ghost mice";2
"abe rábade";"adriana calcanhotto";1
"abe vigoda";"animal collective";3
abecedarians;"808 state";1
"abed azrié";"dhafer youssef";1
abégé;bushido;1
abel;anouk;1
"abel ferreira";"buena vista social club";1
"abel is dying";knuckledust;2
"abel pintos";"alexander rybak";1
"abel ramos";"above & beyond";1
"abel ramos & miss melody";"barry white";1
"abel the kid";agoria;1
"abel zavala";arena;1
abelcain;7раса;1
aberdeen;"trembling blue stars";2
"aberdeen city";"all that remains";1
aberdien;"andy mckee";1
aberfeldy;"british sea power";2
"abfahrt hinwil";unkle;3
abfallsozialprodukt;eläkeläiset;1
abfluss;canalterror;1
abhijeet;coldplay;2
"abhijeet sawant";*nsync;1
"abhijit pohankar";eminem;1
abhinanda;"7 year bitch";1
"abi tapia";"bruce cockburn";1
"abi tucker";manafest;1
"abida parveen";"a.r. rahman";1
abigail;"50 cent";1
"abigail mead";amiina;1
"abigail washburn";"abner jay";1
"abigail washburn & the sparrow quartet";"animal collective";1
"abigail williams";"arsonists get all the girls";4
"abigail's ghost";"...and you will know us by the trail of dead";1
abigor;satyricon;4
abijah;"ananda shake";1
abilene;"black flag";1
"abilio manoel";"orlando silva";1
"abingdon boys school";ガゼット;4
abja;"alpha blondy";1
abject;abradab;1
"abject & the scientist";"donkey rollers";1
abjeez;aiden;1
"ablaze in hatred";ahab;1
"ablaze my sorrow";"anal blast";1
"able baker fox";muse;2
"able tasmans";abecedarians;1
"abluka alarm";ceza;1
abn;mgmt;2
"abner jay";raccoo-oo-oon;2
"abney park";"marilyn manson";3
abnocto;_algol_;1
abnormal;"acid witch";1
"abnormal project";"1200 micrograms";1
abnormyndeffect;"all shall perish";1
"abnsolute beginner";"dave matthews band";1
"abominable putridity";"anal cunt";2
abomination;"logic bomb";2
abominator;"ad hominem";1
abonne;"adam beyer";1
aborted;behemoth;9
"aborted fetus";atheist;1
abortion;"excrementory grindfuckers";1
aborym;akercocke;2
"abosranie bogom";"anal penetration";1
"above & beyond";"armin van buuren";24
"above & beyond pres. tranquility base";atb;2
"above & beyond present tranquility base";breakfast;1
"above & beyond presents oceanlab";tiësto;2
"above & beyond presents tranquility base";"4 strings";1
"above & beyond vs andy moor";airscape;1
"above & beyond vs. andy moor";nickelback;2
"above the golden state";conditions;1
"above the law";"mobb deep";2
"above the ruins";"current 93";1
"above this fire";"100 demons";1
"abra moore";"3 busserulls";1
abradab;jamal;6
abraham;beck;1
"abraham boba";adele;1
abram;aaliyah;1
"abram wilson";"avishai cohen";1
abramelin;"amon amarth";1
"abramis brama";"queens of the stone age";2
abrar-ul-haq;"imran khan";1
"abrasive wheels";a.n.s.;1
abraxas;anekdoten;1
"abraxas pool";"alanis morissette";1
abril;cazuza;2
abroo;"alpa gun";1
abruptum;"al green";1
abs;curse;2
abscess;aborted;1
abschlach!;blink-182;1
abscondo;"bell x1";1
absence;noumena;2
"absence of concern";airbourne;1
"absence of the sacred";"driller killer";1
"absent kid";"american princes";1
"absent without leave";apocalyptica;1
absentee;"bob dylan";2
"absentia lunae";asphyx;1
absentstar;"amy winehouse";1
"absinthe blind";rammstein;1
"abske fides";aborted;1
absolum;"amon amarth";1
absolute;"above & beyond";2
"absolute beginner";"fettes brot";6
"absolute body control";"dark day";2
"absolute sleep music";"iron maiden";1
"absolute steel";"3 inches of blood";1
"absolute zero";"30 seconds to mars";1
"absolutely fabulous";eurovision;1
"absoluuttinen nollapiste";cmx;3
"abst-rzende brieftauben";a.o.k.;1
abstain;agathocles;1
"abstrackt keal agram";"40 winks";1
abstract;"acid reign";1
"abstract essence";"after forever";1
"abstract rapture";azaghal;1
"abstract rude";"airto moreira";1
"abstract rude & tribe unique";"jedi mind tricks";2
"abstract tribe unique";"bill laswell";1
"abstract truth";"alain caron & michel donato";1
"abstract vision";"andy blueman";1
"abstrakt algebra";"deep purple";1
absturz;atreyu;1
"abstürzende brieftauben";afi;1
absu;shining;5
absurd;"amon amarth";4
"absurd minds";"vnv nation";8
"absynthe minded";"josé gonzález";4
absztrakkt;akrobatik;1
"absztrakkt & roey marquis ii.";babyshambles;1
"abuela coca";"che sudaka";2
abunai!;"david bowie";1
abuse;"a tribe called quest";1
"abused majesty";"amon amarth";2
"abusive action";"by the grace of god";1
"abuso sonoro";anti-flag;1
abwaerts;asp;1
abwärts;"1. futurologischer congress";1
abx;alcazar;1
abydos;apocalyptica;1
"abysmal dawn";"alpha & omega";1
"abysmal grief";"blut aus nord";1
"abysmal torment";"squash bowels";2
abysmalia;anathema;1
abyss;ensiferum;1
"abyss & judge";activator;1
abyssaria;graveworm;2
"abyssic hate";coldworld;2
"abyssinian creole";"sufjan stevens";1
abyssinians;"bob marley & the wailers";1
"abyssmal sorrow";agalloch;1
abyssos;"the offspring";2
abyssphere;1349;1
ac;metallica;2
"ac acoustics";"hope of the states";1
"ac slater";cassie;1
ac/dc;metallica;101
ac&m;"anner bylsma";1
ac4;"de lyckliga kompisarna";1
"aca lukas";bajaga;2
"aca seca trio";"agrupación mamanis";1
acacia;"bring me the horizon";1
"academia ot";"andy & lucas";1
"academy of ancient music";"amy macdonald";1
"academy of st martin in the fields, neville marriner";"die prinzen";1
"academy of st martin in the fields, sir neville marriner";"dire straits";1
"academy of st. martin in the fields";air;1
"academy of st. martin in the fields & sir neville marriner";bløf;1
"academy of st. martin in the fields, neville marriner";"16 horsepower";1
"academy of st. martin-in-the-fields";"franz schubert";2
"academy of st. martin-in-the-fields sir neville marriner";blake;1
acafellas;"george harrison";1
acama;"alvino rey";1
"ação direta";"amon amarth";1
acappella;"casting crowns";2
"accademia bizantina";"avenged sevenfold";1
accadia;"arctic quest";1
"accelera deck";"aphex twin";1
accelerators;"guns n' roses";1
accept;"judas priest";20
acceptance;"motion city soundtrack";9
access;t.m.revolution;3
"access denied";ptyl;1
"access immortal";"army of the pharaohs";2
"access to arasaka";7раса;1
"accessive rhythm";"brooklyn bounce";1
accessory;combichrist;3
acchorike;[unknown];1
"accidental heroes";"martin l. gore";1
"accidental suicide";"abominable putridity";1
"accion mutante";antisect;1
"acción sánchez";"dave matthews & tim reynolds";1
acclaim;"bikini kill";1
accolade;"aghast view";1
"accordion tribe";"antonín dvořák";1
accrophone;alexisonfire;1
accu;"bear mccreary";1
accu§er;abattoir;1
accuface;akira;1
accuser;"agoraphobic nosebleed";1
"acda en de munnik";bløf;6
ace;88-keys;1
"ace da brain";"dj wag";1
"ace enders and a million different people";"dashboard confessional";2
"ace frehley";aerosmith;2
"ace hood";"three 6 mafia";5
"ace moreland";cream;1
"ace of base";"lady gaga";9
"ace of clubs";"a guy called gerald";1
"ace of space";"adam beyer";1
"ace out";"against me!";1
"ace troubleshooter";"relient k";3
"ace ventura";"boris brejcha";2
"ace warrior";"hideyuki fukasawa";1
acen;benga;1
acephala;ancient;1
acer;"30 seconds to mars";1
"acerina y su danzonera";"banda sonora";1
"aces & eights";"badluck bandits";1
"aces over kings";"david bowie";1
"acetate zero";deerhoof;1
acetone;"camper van beethoven";1
acetre;"billy talent";1
aceyalone;"mf doom";4
achanak;abdy;1
ache;"akinetón retard";1
acheron;a.o.k.;1
achillea;"deep forest";4
achilles;"pulling teeth";2
"achim höppner";"hans söllner";1
"achim petry";"amy macdonald";1
"achim reichel";abba;1
"aching beauty";alphawezen;1
"achinoam nini & gil dor";"anoushka shankar";1
"achinoam nini and gil dor";eminem;1
achozen;"billy talent";1
acid;"3 doors down";1
"acid bath";neurosis;5
"acid bats";"and also the trees";1
"acid black cherry";"dir en grey";3
"acid casuals";"dub pistols";1
"acid death";"dream theater";1
"acid drinkers";metallica;5
"acid eater";deerhoof;2
"acid enema";"adorned brood";1
"acid eyeliner";"the getaway plan";2
"acid house kings";"belle and sebastian";7
"acid junkies";"air liquide";1
"acid king";"joy division";3
"acid mothers temple & the cosmic inferno";"black forest/black sea";1
"acid mothers temple & the melting paraiso u.f.o.";boredoms;2
"acid mothers temple swr";"art ensemble of chicago";1
"acid pauli";ayo;1
"acid rain";"coheed and cambria";1
"acid reign";abstract;1
"acid trauma";tamtrum;2
"acid witch";"99th floor elevators";1
acidman;gackt;2
acidwolf;"the flashbulb";2
"acker bilk";4hero;1
acme;"bison b.c.";1
"acme rocket quartet";"brad mehldau";1
aco;akeboshi;2
"aco bocina";gentleman;1
acorn;beirut;1
"acos coolkas";"arno cost";1
"acoustic alchemy";"keiko matsui";4
"acoustic asturias";"black velvet";1
"acoustic dub messengers";"jason mraz";1
"acoustic eidolon";"erik mongrain";1
"acoustic guitars";america;1
"acoustic ladyland";"fleet foxes";2
"acoustic spoken groove";"bob dylan";1
"acoustic torment";renascent;1
acoustix;"arturo sandoval";1
"acqua fragile";"anyone's daughter";1
"acqua toffana";cañaman;1
"acquaragia drom";"50 cent";1
"acquire the fire";a-ha;1
acres;destroyer;1
"acres of lions";"a kiss could be deadly";1
acretongue;chiasm;1
acrid;"azure ray";1
"acrid semblance";"amon amarth";1
"acrilic colors";arovane;1
acrimony;"dimmu borgir";1
acrnym;65daysofstatic;1
acroma;"bad religion";1
acrophet;ampere;1
acrosome;"apoptygma berzerk";1
"across five aprils";"august burns red";4
"across the border";"13th floor elevators";1
"across the delta";"die Ärzte";1
"across the sky";"9th wonder";1
"across tundras";auto!automatic!!;1
acrotomophilia;"cripple bastards";1
act;blancmange;1
"act of god";"abominable putridity";1
actarus;"i mostriciattoli";1
actifed;"13th chime";1
action;architects;1
"action action";"fall out boy";2
"action beat";cfcf;1
"action biker";"acid house kings";1
"action directe";anti-flag;1
"action figure party";cranes;1
"action freedom";"all wheel drive";1
"action painting!";ballboy;1
"action patrol";"man or astro-man?";2
"action swingers";"amy winehouse";1
actionmen;"after the burial";1
actionreaction;"kate voegele";1
actionslacks;accept;1
"actis band";"arve henriksen";1
"actitud maria marta";"amy winehouse";1
activ;akcent;2
activa;atb;2
activate;"didier sinclair";1
"activate morlack";concept;1
activator;zany;2
"active member";placebo;2
"active minds";fate;1
"active one";"cypress hill";1
"active sight";"above & beyond";2
"active slaughter";"a perfect circle";1
"active suspension vs clapping music";"architecture in helsinki";1
activision;"black sabbath";1
"actor one";brainpower;1
actress;"animal collective";1
acts:29;"a tribe called quest";1
"actual proof";air;1
"acumen nation";16volt;1
acursed;disfear;1
acustic;"axel rudi pell";1
"acústicos & valvulados";"black rebel motorcycle club";1
"acústicos e valvulados";angra;1
acustimantico;anathema;1
acylum;amduscia;2
ad;carter;1
"ad astra";akado;1
"ad astra per aspera";"against me!";1
"ad hominem";"satanic warmaster";5
"ad lux tenebrae";"alio die";1
"ad nauseam";agalloch;1
"ad ombra";detritus;1
"ad vanderveen";glykeria;1
"ad vielle que pourra";"benoît charest";1
"ad vitam aeternam";"arch enemy";1
ad:key;"cansei de ser sexy";1
ad·ver·sary;"akira yamaoka";1
ada;air;3
"ada band";"6ixth sense";1
"ada jones";"billy murray";1
"ada milea";coldplay;4
Áðàâî;alphawezen;1
"adachi tomomi royal chorus";"george jones";1
adagio;"pain of salvation";6
Ådahl;"black eyed peas";1
adai;converge;1
adair;"504 plan";1
"adalberto alvarez";"bebo valdés";1
"adalberto alvarez y su son";a-ha;1
"adalberto santiago";"death cab for cutie";1
adam;"6ixth sense";1
"adam & eve";"david bowie";1
"adam & the amethysts";calexico;1
"adam again";"aimee mann";1
"adam and andrew";ac/dc;1
"adam and joe";"chad vangaalen";1
"adam and the ants";radiohead;5
"adam anders";"blue foundation";1
"adam ant";"adam and the ants";3
"adam arcuragi";fantômas;1
"adam beyer";agoria;2
"adam beyer & jesper dahlback";aerosmith;1
"adam bomb";abdullah;1
"adam brand";creed;1
"adam brodsky";"kinky friedman";1
"adam carolla";"girl talk";2
"adam carroll";"aphex twin";1
"adam certamen bownik";antarhes;1
"adam cohen";"amy winehouse";1
"adam crossley";"bennie k";1
"adam de la halle";"dufay collective";1
"adam ezra group";"asher roth";1
"adam f";"aphex twin";4
"adam f & j majik";"ben sage";1
"adam faith";"current 93";1
"adam fielding";"120 days";1
"adam fields";"harry james";1
"adam franklin";"lights out asia";1
"adam freeland";"the chemical brothers";4
"adam gnade";"angus & julia stone";1
"adam green";radiohead;14
"adam gregory";"alison krauss & union station";1
"adam guettel";abba;1
"adam harasiewicz";"etta james";1
"adam hills";abc;1
"adam holzman";"eddie vedder";1
"adam holzman & brave new world";"abdullah ibrahim trio";1
"adam hood";"bob dylan";1
"adam jace";"atlantic connection";1
"adam johnson";kettel;2
"adam joseph";"annie lennox";1
"adam k";beyoncé;1
"adam k & soha";"ahmet ertenu";1
"adam kesher";"a place to bury strangers";1
"adam lambert";"spice girls";3
"adam makowicz";"michael jackson";1
"adam nickey";atb;2
"adam pacione";"flying lotus";2
"adam panic";cartel;1
"adam parfrey";abba;1
"adam pascal";"alan menken & stephen schwartz";1
"adam proll";"dusty kid";1
"adam richman";"3 doors down";1
"adam rogers";"boards of canada";1
"adam said galore";amplive;1
"adam sandler";"green day";3
"adam sheridan";"armand van helden";1
"adam skorupa";finntroll;2
"adam sky";"2 many djs";1
"adam tensta";"bob dylan";3
"adam watts";"jars of clay";2
"adam west";ac/dc;1
"adam x";"big bud";1
"adama drame";"ballake sissoko";1
adamantium;architects;1
adamo;"dóris monteiro";1
"adams, oleta";garbage;1
adamus;angantyr;1
"adan chalino sanchez";"alejandro sanz";1
adanowsky;air;1
"adão negro";"arctic monkeys";1
adapter。;"flipper's guitar";1
adaro;"all my faith lost ...";1
adas;"anthony b";1
adastra;"riblja corba";2
adastreia;"amanda palmer";1
adcbicycle;"king crimson";1
add;garbage;2
"add n to (x)";"alec empire";2
"addeboy vs cliff";air;1
addict;"amos lee";1
addiction;"crystal castles";1
"addiction crew";"rage against the machine";2
addictiv;dragonforce;1
"addis abeba";flunk;1
"addis black widow";"bob dylan";1
addison;agraceful;1
"addison groove project";!!!;1
"addison road";"rush of fools";2
"address unknown";"frank the baptist";1
